text,label
Kadapa lo transport options improve avvunuu metro tho,0
"state lo rainfall chala undhi this monsoon season, reservoirs full avvunu",0
"Kurnool lo different areas undii, each area different culture undy",0
Bhaskar Vijayawada lo relatives ni chusaadaniki chesadu weekend lo,0
pulihora health benefits challaa undy nutritional value tho,0
"engineering colleges chaala undi Telangana lo, competition kuda chala",0
"online exam lo Naidu tab switch chesaadhu, 'suspicious activity' alert vasindi — laedu bro just water taaganiki vellanu",1
professor 'open book exam' antaa Nitesh library motham bag lo pettukochadu no cap,1
"Vijay auditorium lo attendance edu brooo, but ammgaru tho 'daily velthunna' antadu — technically laedu kadaa",1
pongal health benefits chala undhi nutritional value tho,0
"Gandu Facebook lo 'checking in' everywhere pettadu, amma ki location track avvunu — backfire bro",1
"new hospital Nellore lo open avutundi next month, facilities challaa undie",0
"3 months crush chesanu, Tejaswi chepindi 'I have a boyfriend' ani day 1 lo laedu — time waste certified",1
Vijay Deverakonda interview lo 'fans my strength' annadu — fans hearing this: power up avunu,1
"Manoj cheppaadu Hyderabad ki vellaadani, nenu kudaa veltanu annanu",0
"new flyover Bhimavaram lo ready avunu next month, traffic ease avvunuu anukuntaa",0
"Amazon lo punugulu 50% off undhi, order chesanu, delivery charge 100 rs — discount illusion broh",1
"Padma cheppindhi library books return date vasindi ani, return chesanu",0
"midnight hunger avunuu, YouTube open chesanu, Hyderabad delivery ledhu — location punishment broh",1
"bus timings change avunu Gachibowli lo recently, new schedule vasindi",0
engineering challa popular course undie Andhra Pradesh lo,0
"meeting lo yawn chesanu, boss chusadu — yawn explain cheyyatam hardest thing brow",1
Vikram today DSA assignment submit chesaadu on time,0
Tarun new Pleasure kinukkunnadu last month Kurnool lo,0
software jobs challaa undhi Tenali lo young graduates ki,0
"Nitesh Instagram bio lo 'entrepreneur' pettadu, venture laedu — aspirational lying bro",1
Tirupati lo water supply schedule change avvunu maintenance ki,0
parotta chala healthy option undoo daily diet lo,0
electricity rates change avutunnai Warangal lo this quarter,0
"cricket prediction chesanu, wrong avunu, always — analyst career laedu brooo",1
"Nandini adugundi canteen ekado undi ani, direction cheppanu",0
"nenu Zepto lo payment chesdu bill ki, easy ga undoo",0
"India match undi, discrete maths exam kooda undy, nenu match chesanu — priorities clear bro",1
"naa maths class afternoon lo undie, attend chesanu",0
healthy ga undadam ki rasam tho balanced diet maintain avvunuu,0
"mess pappu bad undoo, outside pappu expensive undoo, ammgaru pappu perfect undii — home truth",1
"bus timings change avvunu Vijayawada lo recently, new schedule vasindi",0
naa maths marks chusaka okkaa nimisham silent ga undi — grief kaadhu pure shock broh,1
"Girish Farida ki egg rice treat ichadu, Farida friend kuda vasindi, friend ki kudaa treat ichadu — poverty begins",1
"promotion vasindi — title change avvunuu, work increase avunuu, salary same — congrats broo",1
software jobs challaa undi Rajahmundry lo young graduates ki,0
"Bhai Suma ki curd rice treat ichadu, Suma friend kudaa vasindi, friend ki koodha treat ichadu — poverty begins",1
library resources properly use chesukovalani environmental science better understand avvadam ki,0
"ammaa phone lo data ledhu, naa phone lo data laedu, iddaru fight chesamu — poverty bonding 😭😭",1
"room mate bru early rise chesadhu, alarm 5 AM ki, nenu 5 AM ki sleeping — different schedules bro",1
practical knowledge chaallu important undy theoretical kanna anukuntunna,0
"new startup Secunderabad lo start avnu, local accountant opportunities create avvunuu",0
Kadapa lo infrastructure improve avnu last few years lo slowly,0
Dilsukhnagar lo real estate prices increase avunuu last year lo,0
"ex vasindi message 'how are you' ani, nenu management fail avutunna — great timing broo",1
crush cheppindi 'we are just friends' ani — CN fail kanna painful avunu broo,1
"reel lo easy recipe chesanu, nenu try chesanu, disaster avunu — videos lie broh",1
"naa software engineering record okka page kooda rayaledu, submission day lo Naveen xerox shop lo undhi",1
"summer lo Madhapur lo power cut — fan edu, AC ledu, life ledu brow",1
"Allu Arjun movie ticket 500 rs, popcorn 300 rs, hero entry scene — priceless, worth it",1
Arjun library lo engineering drawing chadduvutunnadu evening daka,0
"nenu vada tinnanu, chaala undy anukunta",0
"Telugu language chala old language undi, rich literature undii",0
healthy ga undadam ki fried rice tho balanced diet maintain avunu,0
"ATM ki poina cash ledu, UPI try chesanu network laedu — broke in every possible way F",1
"Eluru challa big city undii, population chala undoo currently",0
"nenu Rahul tho AI doubts discuss chesanu, clear avvunuu finally",0
"Balayya dialogue Kiran bus stop lo use chesadhu, professor appreciate chesadu — cinema education works",1
Deepak library lo ML chadduvutunnadu evening daka,0
"tamarind rice chesthu undi amma, nenu taste chesanu, 'challa undhi' annanu — chef appreciation bru",1
"nenu Naveen tho economics doubts discuss chesanu, clear avvunuu finally",0
"naa life okaa hero laa start avvunuu — but interval ledhu, climax laedu, budget laedu",1
"movie lo hero oka song lo 5 countries lo dance chesadhu, nenu okkaa Machilipatnam bus stop daataledu",1
"nenu today Kukatpally ki Jupiter lo vellanu, challaa time avunuu",0
"live score check chesanu exam hall lo, invigilator chusadu — multi tasking broo",1
English nerchukovadam career ki important undie anukunde,0
Karimnagar lo IT sector challaa grow avutundi past decade lo,0
"Babai cheppadu tomorrow Vijayawada lo program undy ani, attend chestava adugadu",0
Ravi Narasaraopet lo relatives ni chusaadaniki chesdu weekend lo,0
"Indu cheppindhi notes share cheyyi ani, share chesanu",0
"Surya cheppadu results morning lo vasthay ani, wait chesamu",0
"nenu chemistry notes prepare chesanu exam ki, chaala undi material",0
"nenu Madhavi tho management group study chesaadu, helpful avvunuu",0
"nenu Roposo lo payment chesadhu bill ki, easy ga undie",0
TOC research field challaa active undii currently globally,0
"new hospital Karimnagar lo open avutundi next month, facilities chaala undoo",0
Bunny cheppdu new YouTube download chesanu try cheyyi ani,0
"story post chesanu, Bindu viewed chesadu, reply ledoo — seen without acknowledgement brooo",1
Guntur lo infrastructure improve avvunuu last few years lo slowly,0
"theater lo Chiranjeevi entry scene ki claps, interval ki claps, climax ki claps — nenu snacks ki claps",1
"babai cheppadu 'Kamal ni chuso chaala undy' — Kamal fail avunu broh, different level inspiration",1
"Bellamkonda mass scene lo BGM challaa loud undy, theater shake ayindy, naa heart shake ayindy — same energy",1
"naa statistics paper lo oka question kaadhu telivindi, kani confident ga avunu rasa — confidence brow not knowledge",1
"Bumrah interview lo Telugu lo cheppadu, nenu proud avunuu — cultural representation broo",1
"state lo rainfall challaa undhi this monsoon season, reservoirs full avvunu",0
Arun today management assignment submit chesdu on time,0
"Ramu Facebook lo 'checking in' everywhere pettadu, ammgaru ki location track avvunu — backfire broo",1
university new courses announce chesadhu next academic year ki,0
"cousin vasadu, naa room occupy chesdu, nenu hall lo — guest rights > family rights broh",1
pongal preparation method different ga undie different regions lo,0
Nani back bench lo undy kani first bencher kanna better marks — back lo wifi strong undy kaadaa,1
"match undhi ani amma ki cheppaadu, 'ledoo study cheyyi' annadi — different priorities",1
"phone lo 1% battery, charger room lo, nenu hall lo — impossible distance broh",1
Lokesh LB Nagar lo relatives ni chusaadaniki chesadu weekend lo,0
"rain start avunu — naa umbrella room lo undy, nenu Vizag middle lo undie",1
"Manoj seminar hall lo attendance ledoo broh, but ammaa tho 'daily velthunna' antadu — technically ledu kada",1
"Bhai adugadu which linear algebra book better ani, reference book suggest chesanu",0
"team outing undie, Arjun leave chesadu — anti-social professional bru",1
"Chiranjeevi mass scene lo BGM chaallu loud undoo, theater shake ayindhi, naa heart shake ayindii — same energy",1
Pappu Hindupur lo relatives ni chusaadaniki chesadhu weekend lo,0
"Ravi deadline miss chesdu, 'estimation ga chesanu' annadu — estimation = guess confirmed bru",1
"nenu Divya tho AI group study chesdu, helpful avnu",0
"naa AI valla maths miss ayindi, maths valla AI miss ayindhi — perfect planning lol",1
"hostel wifi password change avunuu, warden ki request chesaadhu, 'study cheyyi' annadu — classic block",1
"professor cheppadu 'attendance mandatory', Naveen proxy pettadu, professor ne proxy ichadu — full circle brooo",1
"ammaaa chutney chesadu, nenu 'chala undie' annanu — ledoo, pure diplomacy brooo",1
lemon rice health benefits chaala undoo nutritional value tho,0
"nanna bike ki petrol edu, naaku pocket money ledhu, iddaru okkka team kada",1
internships chala important undhi final year students ki,0
Machilipatnam lo new college open avutundi engineering courses tho,0
software jobs challa undie Tirupati lo young graduates ki,0
"Telugu language chaalaa old language undoo, rich literature undi",0
"naa birthday ki okkaa wish ledoo, exam result ki chaala messages vasindi — wrong notifications broh",1
"hostel cricket lo Ganesh out avvunuu, 'no ball' ani argue chesdu — classic denial",1
"Moj order cancel aayindi, money 7 days lo refund avunu ani cheppindi — 7 days lo naa hunger wait ledu lol",1
"lemon rice traditional Kukatpally dish undie, festivals lo prepare avvunu",0
rasam challa healthy option undi daily diet lo,0
"restaurant bill challaa undie, split chesamu, nenu extra chesanu — mathematics of friendship brow",1
Dilsukhnagar chala develop avutundi last few years lo,0
"nenu today Proddatur ki tempo lo vellanu, chala time avnu",0
Narasaraopet lo new metro line start avutundi next year ani announce avnu,0
ML prepare avvadam ki daily consistent practice important undhi,0
English basics strong avunuu ante advanced concepts easy avvunu,0
"cricket prediction chesanu, wrong avnu, always — analyst career ledu brow",1
nenu Ravi tho Kadapa meet avvunu ani plan chesadu,0
relationship status: maths tho — at least it needs me broh,1
"mail ki 'as per my last mail' chesaadhu, war started avvunu — corporate battlefield brooo",1
"new startup Bhimavaram lo start avvunuu, local software engineer opportunities create avvunu",0
"summer lo Warangal lo power cut — fan laedu, AC ledoo, life ledoo brooo",1
Rahul new RTC bus kinukkunnadu last month Guntur lo,0
"restaurant bill chala undoo, split chesamu, nenu extra chesanu — mathematics of friendship broh",1
"nenu Bhai ki cheppanu today assignment undoo ani, thanks annadu",0
"naa networks record oka page kooda rayaledu, submission day lo Bhai xerox shop lo undii",1
"ex vasindi message 'how are you' ani, nenu data mining fail avutunna — great timing broh",1
"vada order chesanu, delivery boy cheppaadu '5 mins', 45 mins avvunuu — elastic 5 mins brooo",1
"power cut avvunu, phone charge edu, powerbank laedu — darkness in every way brooo",1
"Instagram lo dosa order chesanu, wrong item vasindi, hungry avnu tinna — hunger defeats ego",1
"nenu Zara ki cheppanu class time change avunuu ani, okay annadi",0
nenu Naveen tho Karimnagar meet avunuu ani plan chesaadu,0
naa friend Pawan Kalyan dialogue morning ki evening daka repeat chesadhu — method acting edu just annoying,1
"Mani Facebook lo 'checking in' everywhere pettadu, ammaaa ki location track avunuu — backfire bro",1
"Sai Tej mass scene lo BGM chaallu loud undhi, theater shake aayindi, naa heart shake aayindi — same energy",1
punctuality important habit undi professional life lo,0
"room mate brow early rise chesadu, alarm 5 AM ki, nenu 5 AM ki sleeping — different schedules bro",1
"Twitter lo argument chesdu Rakesh, 200 replies vasindi, everyone against — ratio avvunu bru",1
naa friend Allu Arjun dialogue morning ki evening daka repeat chesdu — method acting ledoo just annoying,1
"ex vasindi message 'how are you' ani, nenu digital circuits fail avutunna — great timing bru",1
mental health kuda physical health la important undi anukuntaa,0
"hostel lo electricity bill split chesamu, AC room ki koodha split avunuu — fair ledhu bro",1
contractor ki necessary certifications obtain cheyyadam career growth ki helpful,0
"government youtuber recruitment notification release avunu, applications start avnu",0
software jobs challa undii Vizag lo young graduates ki,0
bike maintain cheyyadaniki regular service okka month ki okkaa sari chesukovalani,0
"Hindupur lo different areas undy, each area different culture undii",0
"hostel lo electricity bill split chesamu, AC room ki koodaa split avvunuu — fair leduu bro",1
"Kamal Instagram bio lo 'entrepreneur' pettadu, venture edu — aspirational lying brow",1
"lemon rice chesthu undhi ammgaru, nenu taste chesanu, 'chaala undoo' annanu — chef appreciation bru",1
"India World Cup win chesaadhu, nenu ML fail avunuu same day — mixed emotions broh",1
"Telugu cinema industry challa big undoo, annual revenue challa undy",0
"movie lo hero oka song lo 5 countries lo dance chesadu, nenu okkka Hindupur bus stop daataledu",1
"Hindupur climate challa hot summers lo, monsoon better ga undie",0
"nenu idli tho dinner chesamu family tho, chaallu undy",0
"movie lo hero okkka song lo 5 countries lo dance chesaadu, nenu oka Eluru bus stop daataledu",1
"meeting schedule avunu, 'this could have been an email' — every time broo",1
Guntur lo weather chaalaa hot ga undhi summers lo generally,0
"Vijay cheppaadu project submit chesadhu ani, good annanu",0
management okka important branch undhi computer science lo,0
economics oka important branch undoo computer science lo,0
library resources properly use chesukovalani maths better understand avvadam ki,0
"propose chesanu WhatsApp lo, Amulya blue tick chesdu, reply leduu — left on read forever broo",1
"nenu Santosh ki compilers concept explain chesanu, understood annadu",0
Mehdipatnam lo water supply schedule change avvunuu maintenance ki,0
Bhimavaram lo okaa new Spotify office open avnu this month,0
"Telugu cinema industry chaala big undie, annual revenue challaa undhi",0
Madhapur lo infrastructure improve avunu last few years lo slowly,0
"mess food challaa bad undy, complain chesamu, next day kuda same — feedback loop leduu",1
Tirupati lo new metro line start avutundi next year ani announce avnu,0
"commentary lo 'magnificent shot' antee, camera replay chesaadhu, edge undie — commentary lying bro",1
"Rajesh assignment last minute chesaadhu, font 16, margins wide, 3 pages done — engineering at its peak",1
"Ram Charan movie ticket 500 rs, popcorn 300 rs, hero entry scene — priceless, worth it",1
chelli adugutundi 'nuvvuu ekkadoo vellav?' nenu: exam. chelli: pass avutava? — motivating brow,1
"Pavan campus lo attendance ledu bru, but ammaa tho 'daily velthunna' antadu — technically ledoo kaadaa",1
"Rohit Sharma century chesaadu, office lo kuda celebration — productivity zero officially",1
"Jasmine cheppiindi tomorrow test undhi linear algebra lo ani, prepare avnu",0
"nenu fried rice tho dinner chesamu family tho, challaa undi",0
"stadium ki ticket kattanu, match rain avnu — Rs 2000 rain experience brooo",1
"Bunny cheppadu tomorrow Gachibowli lo program undhi ani, attend chestava adugadu",0
economics okka important branch undhi computer science lo,0
"Padma chepindi tomorrow test undie software engineering lo ani, prepare avunu",0
"Proddatur lo colleges challaa undie, students everywhere undi anukunde",0
engineering drawing prepare avvadam ki daily consistent practice important undoo,0
"ammaa phone lo data ledu, naa phone lo data ledoo, iddaru fight chesamu — poverty bonding",1
"amma tamarind rice chesadhu, nenu 'challa undhi' annanu — leduu, pure diplomacy bru",1
"new startup Mehdipatnam lo start avunuu, local MLA opportunities create avunu",0
"KL Rahul out avvunu, entire India silent avunu — national moment of grief",1
software jobs chala undii Kurnool lo young graduates ki,0
"work life balance undi ani join chesadu, 10 PM mail vasindi — balance means different things brow",1
"new startup Vizag lo start avunu, local businessman opportunities create avnu",0
"nannaa cheppadu 'collector avvali' ani, nenu cheppanu 'try chestunna' ani — 4 years same conversation bru",1
"nenu idli tinnanu, chaallu undhi anukuntaa",0
"Mahesh cooking first time chesaadhu, biryani chesanu, amma feedback: 'next time edu chesuku' — harsh review",1
"Farida dp change chesadhu, Ganesh first like chesadu — notification ON obviously",1
relationship status: DSA tho — at least it needs me broo,1
Anna Dilsukhnagar lo nurse ga work chestunnadu currently,0
"mess food chala bad undii, complain chesamu, next day kuda same — feedback loop ledhu",1
"Charan cheppadu tomorrow Eluru lo program undoo ani, attend chestava adugadu",0
"government businessman recruitment notification release avvunuu, applications start avvunuu",0
"follow request pampanu, pending lo undoo 6 months — neither yes nor no brow",1
chemistry research field chaalaa active undoo currently globally,0
"traffic lo Nellore lo okaa hour stuck, GPS '2 mins away' antu undi — GPS lying broo",1
algorithms nerchukovadam career ki important undhi anukuntaa,0
"Bhai cheppadu tomorrow Madhapur lo program undoo ani, attend chestava adugadu",0
"Ravi cheppadu tomorrow Adoni lo program undoo ani, attend chestava adugadu",0
"villain 1000 cr spend chesadhu plan ki, hero okkka punch lo finish — ROI zero brow",1
"Venu Usha tho first date ki Warangal lo fried rice tinnaru, bill split chesadu — modern love",1
"ATM ki poina cash edu, UPI try chesanu network ledoo — broke in every possible way no way",1
pulihora preparation method different ga undii different regions lo,0
roti preparation method different ga undhi different regions lo,0
"hostel curfew 10 PM, Lokesh 10:01 ki vasadu — warden face priceless bro",1
"bug report vasindi, nenu 'not able to reproduce' chesaadhu — classic response bro",1
mental health kooda physical health la important undie anukunta,0
"Nithiin movie review: 'logic laedu' — fans: 'logic antee em bro, emotion chuso'",1
"new startup Vizag lo start avunuu, local doctor opportunities create avnu",0
tamarind rice challaa healthy option undi daily diet lo,0
"cousin vasadu, naa room occupy chesaadhu, nenu hall lo — guest rights > family rights broo",1
"Madhavi 'nuvuu change avvali' annadi, Ganesh hairstyle change chesadhu — nenu try chesanu brow",1
"naa algorithms record okkaa page kooda rayaledu, submission day lo Rajesh xerox shop lo undi",1
"akka result vasindi, ammaa sweets chesindi, naa result vasindi, ammaaa fasting chesindi — clear bias no way",1
movie lo hero love failure tarvata okaa song lo recover avvunuu — real life lo years kooda ledhu 😭😭,1
"metro lo seat dorikithe lucky day ani anukuntunna, next stop lo empty avvunuu — always like this",1
"cricket prediction chesanu, wrong avunu, always — analyst career ledoo bru",1
"nenu biryani tinnanu, chala undy anukuntaa",0
"Padma 'nuvvu change avvali' annadi, Suresh hairstyle change chesadu — nenu try chesanu brooo",1
resume lo relevant microprocessors skills clearly mention cheyyadam important,0
"okka bite roti tinnanu, finish avunu entire plate — portion control failed bru",1
"India win avnu, Ganesh bike lo celebrate chesadu — okkaa run ki overreact avvunuu bro",1
"Prabhas movie flop avunu, fans 'director problem' antaru — hero ekkudda fault edu bru",1
"night mess lo upma extra undii, Deepak 5 plates tinnadu — bulk season broo",1
"bag pack chesanu trip ki, okka thing forget chesaadu, charger — always the charger",1
"team outing undhi, Sanjay leave chesadu — anti-social professional broh",1
"ex vasindi message 'how are you' ani, nenu environmental science fail avutunna — great timing brooo",1
"engineering colleges chaalaa undii Telangana lo, competition koodha chaalaa",0
"morning 6 ki alarm, snooze, 7 ki alarm, snooze, 9 ki ammgaru voice — most effective alarm brow",1
"Sanjay library lo attendance ledoo brooo, but ammaa tho 'daily velthunna' antadu — technically edu kaadaa",1
"Arun cheppadu today class undi ani, nenu attend chesanu",0
"nenu Swathi ki cheppanu class time change avunuu ani, okay annadi",0
"mess food chaallu bad undii, complain chesamu, next day koodaa same — feedback loop ledoo",1
"cricket prediction chesanu, wrong avvunuu, always — analyst career edu bro",1
"nenu Dunzo lo payment chesadu bill ki, easy ga undie",0
data mining okkka important branch undie computer science lo,0
"nenu WhatsApp lo payment chesadu bill ki, easy ga undi",0
bike maintain cheyyadaniki regular service oka month ki okkaa sari chesukovalani,0
"water filter ledhu, bottle water kinukkunnamu — monthly idli budget lo cut avutundi brooo",1
"phone edu chesanu '1 week', day 3 ki check chesanu — addiction certified brooo",1
"morning pappu breakfast ki chesamu, amma chesadu today",0
work from home easy antey — Lucky ammaa background lo pappu chesthu meeting lo,1
Venu back bench lo undii kani first bencher kanna better marks — back lo wifi strong undy kada,1
"valentine's day ki Vijay alone undie, parotta order chesdu — self love era certified L",1
environmental science research field chaalaa active undoo currently globally,0
"ammgaru phone lo data ledu, naa phone lo data ledoo, iddaru fight chesamu — poverty bonding",1
TOC nerchukovadam career ki important undy anukuntaa,0
"Tirupati chala big city undhi, population challaa undoo currently",0
"naa CN record okaa page kooda rayaledu, submission day lo Bhaskar xerox shop lo undhi no way",1
"movie lo Kalyan Ram tho fight scene, 50 mandi ni okkka hand tho — physics take a vacation brow",1
"restaurant lo menu photos challa undie, actual plate small avvunuu — food photography crimes brooo",1
"Bunny cheppadu tomorrow Karimnagar lo program undhi ani, attend chestava adugadu",0
"team outing undhi, Gopi leave chesadu — anti-social professional bro",1
"ammaa cooking chesthu undy, nenu help cheyyadham try chesanu — 'nuvuu poni chadduvuko' annadi",1
"Telugu language chaallu old language undhi, rich literature undoo",0
"Sharwanand dialogue Surya reading room lo use chesadu, professor appreciate chesadu — cinema education works",1
"naaku pesarattu chaalaa ishtam, ammgaru chesaadhu, vere pesarattu chesaadhu — betrayal",1
"online lo Radha profile photo challaa undoo, real lo meet avunuu — filter technology peak level broh",1
"villain 1000 cr spend chesaadhu plan ki, hero okkaa punch lo finish — ROI zero bro",1
curd rice preparation method different ga undhi different regions lo,0
"valentine's day ki Ramesh alone undhi, fried rice order chesadu — self love era 😂",1
"naa college ki Uber lo daily velthunna, time avvunuu chala",0
attu health benefits chaalaa undie nutritional value tho,0
"valentine's day ki Rajesh alone undi, paneer order chesadu — self love era",1
crush chepindhi 'we are just friends' ani — linear algebra fail kanna painful avnu broo,1
"Tenali climate chaala hot summers lo, monsoon better ga undie",0
"fried rice traditional Ongole dish undie, festivals lo prepare avunuu",0
"nenu idli try chesanu first time, okay ga undy",0
"Dharani adugundi canteen ekado undi ani, direction cheppanu",0
Harish today OS assignment submit chesdu on time,0
"promotion vasindi — title change avvunu, work increase avunuu, salary same — congrats brooo",1
"team celebration avunuu, cake undie, Venky dietary restriction undy — cake still eaten bro",1
"Ishani cheppindi tomorrow test undoo compilers lo ani, prepare avvunuu",0
Anantapur lo okkka new Zepto office open avunuu this month,0
"Pappu cooking first time chesadu, garelu chesanu, amma feedback: 'next time laedu chesuku' — harsh review",1
"India batting collapse avunu, nenu management notes rasanu — parallel disasters broh",1
"restaurant lo menu photos chala undy, actual plate small avvunuu — food photography crimes bru",1
microprocessors interesting subject undii naa opinion lo,0
"naa college lo discrete maths class cancel ayindi, but attendance portal lo present show avnu — glitch in the matrix",1
Mani back bench lo undie kani first bencher kanna better marks — back lo wifi strong undii kadha,1
"nenu Deepika tho AI group study chesadu, helpful avvunu",0
"vada healthy ani chaddivanu, oil lo fry chesanu — healthy intent unhealthy execution brow",1
"diet chesdu, results ledu, halwa eat chesaadhu, results ledoo — same outcome different happiness",1
"amma chepindhi 'doctor avutav' ani, naa marks chusaka 'compounder avvunuu kadhaa' ani update chesaadu",1
"Chitti cooking first time chesaadu, gulab jamun chesanu, ammaa feedback: 'next time ledhu chesuku' — harsh review",1
"attha illu vacchindi, amma cleaning started 6 AM — natural disaster alert 🤣",1
"propose chesanu, 'I think of you as a brother' annadi — algorithms result kanna worse shock bro",1
Vijayawada lo real estate prices increase avvunu last year lo,0
"India batting collapse avvunuu, nenu TOC notes rasanu — parallel disasters bru",1
Kukatpally lo weather chaala hot ga undoo summers lo generally,0
"Divya adugundi canteen ekkadoo undy ani, direction cheppanu",0
halwa preparation method different ga undie different regions lo,0
"YouTube lo okkaa video chusanu, 3 hours tarvata oka click lo — algorithm trap brooo",1
Tirupati lo transport options improve avvunu metro tho,0
"Usha chepindhi library books return date vasindi ani, return chesanu",0
"Telugu language chala old language undy, rich literature undii",0
"Ramu selfie 50 teesadu, okkaa post chesaadhu, 2 likes vasindi — effort vs result gap bro",1
"group chat lo message chesadhu, everyone read, no reply — ghost protocol activate avvunu",1
"amma 'oka engineer ni chadi set avutav' anti, nenu still maths clear cheyyalekapotunna rip",1
"NTR dialogue Kiran bus stop lo use chesaadhu, professor appreciate chesdu — cinema education works",1
"alarm 5 AM ki pettanu 'productive avutanu' ani, snooze chesanu 6 times — productivity achieved brooo",1
"Manoj reading room ki late vasthe professor 'reason?' adugadu, 'amma chesindi late' annadu — universal excuse",1
Bhai Hyderabad lo IAS officer ga work chestunnadu currently,0
"punugulu traditional Kukatpally dish undy, festivals lo prepare avvunu",0
practical knowledge challa important undii theoretical kanna anukunta,0
"nenu Anil ki DSA concept explain chesanu, understood annadu",0
"naa digital circuits notes chaala neat ga undhi, exam ki neney chadduvukoledu — aesthetic > knowledge",1
"rain avnu match cancel avvunu, DLS method vasindi — nobody understands DLS bru",1
"peddamma cheppindi 'Suma ni chuso doctor avunuu' ani, Suma ki MBBS laedu — inspiration from fiction XD",1
"Ojaswi cheppindhi exam postpone avunuu ani, relief avnu",0
new traffic rules implement avutunnai state wide next month nundi,0
"naa birthday ki okka wish ledu, exam result ki chaallu messages vasindi — wrong notifications bro",1
"Rajesh adugadu ekkada undie nuvvu ani, Secunderabad lo undhi cheppanu",0
"warden room check chesadhu, Bhai room clean chesadhu first time — inspection effect bru",1
DBMS prepare avvadam ki daily consistent practice important undhi,0
Adoni challa develop avutundi last few years lo,0
"Instagram lo life challa undoo, real lo meet avunuu — filter world different bro",1
"Rohit Facebook lo 'checking in' everywhere pettadu, ammaa ki location track avvunuu — backfire bro",1
"coconut rice traditional Karimnagar dish undi, festivals lo prepare avvunuu",0
"villain 1000 cr spend chesdu plan ki, hero okka punch lo finish — ROI zero broo",1
"movie lo Sharwanand tho fight scene, 50 mandi ni okkaa hand tho — physics take a vacation broo",1
"jalebi chesthu undi amma, nenu taste chesanu, 'challa undii' annanu — chef appreciation broh",1
"naa computer lab lo CN class cancel ayindii, but attendance portal lo present show avnu — glitch in the matrix",1
"performance review lo self assessment rasanu, manager overwrite chesadu — useless exercise brooo",1
"nenu Deepika tho algorithms group study chesaadu, helpful avvunu",0
online learning convenient ga undii anukuntaa most students ki,0
"Allu Arjun dialogue Gandu university lo use chesadu, professor appreciate chesadhu — cinema education works",1
"peddamma cheppindi 'Zara ni chuso doctor avnu' ani, Zara ki MBBS ledu — inspiration from fiction 💔",1
pilot ki necessary certifications obtain cheyyadam career growth ki helpful,0
Tirupati lo water supply schedule change avunuu maintenance ki,0
internships chala important undy final year students ki,0
"long distance relationship undhi, calls chaallu undii, meet avvunuu — bills only growing",1
"villain 1000 cr spend chesdu plan ki, hero okkaa punch lo finish — ROI zero brooo",1
"nenu sambar try chesanu first time, okay ga undy",0
"Harish cheppadu today class undy ani, nenu attend chesanu",0
Bhai library lo statistics chadduvutunnadu evening daka,0
"cooking chesadu, taste check chesanu, taste check again — by end rasgulla ledu brooo",1
chelli adugutundi 'nuvuu ekkadaa vellav?' nenu: exam. chelli: pass avutava? — motivating bro,1
"cricket prediction chesanu, wrong avvunuu, always — analyst career edu broh",1
"babai cheppadu 'Kamal ni chuso challa undy' — Kamal fail avnu brooo, different level inspiration",1
"today discrete maths lab session undie, experiment complete chesadu",0
"naaku chapati chala ishtam, ammgaru chesadhu, vere chapati chesaadhu — betrayal",1
"night lo sambar crave avvunu, GPay open chesanu, delivery ledhu hostel ki — hunger unsatisfied bro",1
engineering challaa popular course undy Andhra Pradesh lo,0
"fantasy cricket lo Shubman Gill select chesaadu, zero points vasindi — real game different bru",1
"follow request pampanu, pending lo undi 6 months — neither yes nor no brow",1
"new startup Bhimavaram lo start avunuu, local businessman opportunities create avvunuu",0
"nenu today Eluru ki Ola lo vellanu, chaallu time avunu",0
dosa preparation method different ga undi different regions lo,0
"naa physics class afternoon lo undhi, attend chesanu",0
"ATM ki poina cash edu, UPI try chesanu network ledu — broke in every possible way",1
"naa birthday ki okkaa wish leduu, exam result ki chaalaa messages vasindi — wrong notifications bro",1
"Sekhar cheppadu results evening lo vasthay ani, wait chesamu",0
"nenu Spotify lo payment chesadhu bill ki, easy ga undii",0
"Gopi cooking first time chesadu, curd rice chesanu, amma feedback: 'next time laedu chesuku' — harsh review",1
match tension lo lemon rice edu tinnanu — superstition eating broh,1
engineering chaala popular course undie Andhra Pradesh lo,0
Rahul Rajahmundry lo designer ga work chestunnadu currently,0
"rain avvunu match cancel avunuu, DLS method vasindi — nobody understands DLS brooo",1
"night lo pongal crave avvunu, Netflix open chesanu, delivery ledoo hostel ki — hunger unsatisfied brooo",1
Girish Ongole lo relatives ni chusaadaniki chesadu weekend lo,0
"IPL season lo physics study leduu, exam results reflect avnu — cricket education broh",1
"commentary lo 'magnificent shot' ante, camera replay chesadhu, edge undhi — commentary lying broh",1
"nenu Mounika tho TOC group study chesdu, helpful avunu",0
"haircut chesaadu, photo edachu, 10 filters pettanu — still ledhu broo",1
resume lo relevant ML skills clearly mention cheyyadam important,0
"Munna adugadu which management book better ani, reference book suggest chesanu",0
nenu Surya tho Eluru meet avvunu ani plan chesadhu,0
"new startup Dilsukhnagar lo start avunu, local bank manager opportunities create avnu",0
"naa AI professor challa fast bru, notes laedu, brain ledhu, future leduu",1
physics oka important branch undoo computer science lo,0
"Telugu cinema industry challa big undy, annual revenue challaa undi",0
"punugulu spicy order chesanu, 'extra spicy' ante, tears vasindi — bravado backfire broo",1
