text,label
"valentine's day ki Naidu alone undie, gongura rice order chesadu — self love era 🤣",1
"placement cell lo HR adugadu 'where do you see yourself in 5 years', Lucky 'sleeping' annadu — honest answer haha",1
"Ramu Bhavana ki 'hi' text chesadu, 3 days tarvata reply vasindi — chala busy schedule undie 💀",1
"movie lo hero okkka song lo 5 countries lo dance chesadu, nenu okka Kurnool bus stop daateri laedu 💔",1
"naa life NTR movie la undhi — interval ki twist, climax ki logic laedu brow",1
relationship status: algorithms tho broh — at least it needs me haha,1
Babai physics assignment complete chesdu yesterday,0
"traffic lo Warangal lo okaa hour stuck, GPS '2 mins away' antu undii — GPS lying broo 💀",1
"Pawan Kalyan movie review: 'logic leduu' — fans: 'logic ante em broh, emotion chuso'",1
"Mounika 'nuvvu change avvali' annadi, Srinu hairstyle change chesadu — nenu try chesanu brow gg",1
Sai library lo OS chadduvutunnadu,0
healthy ga undadam ki roti tinate chaalaa undie,0
Vizag challaa develop avutundi last few years lo,0
technology chala fast ga change avutundi,0
reading habit challaa useful undie long term lo 🙂,0
regular exercise challaa important undie health ki right,0
"movie lo hero okka song lo 5 countries lo dance chesadu, nenu okaa Rajahmundry bus stop daateri edu",1
nenu English interesting undie ante anukuntunna,0
"barber ki 'thoda trim' annanu — half head gone brooo, lost in translation 😂",1
"Suresh library lo attendance ledu broh, but amma tho 'daily velthunna' antadu — technically ledhu 😭😭",1
relationship status: maths tho broo — at least it needs me 💀,1
"babai cheppadu 'Nani ni chuso chala undi' — Nani fail avvunu broo, different level inspiration",1
"Prabhas dialogue Prasad library lo use chesadu, professor appreciate chesaadu — cinema education 😂",1
"diet start chesanu — biryani chusaka cancel chesanu, health is wealth but food is life",1
relationship status: CN tho broh — at least it needs me 🤣,1
Arjun new cycle kinukkunnadu last month,0
reading habit chaala useful undii long term lo right,0
regular exercise chaalaa important undhi health ki,0
"ammaa cooking chesthu undii, nenu help cheyyadam try chesanu — ammaa 'nuvvu poni chadduvuko' annadi haha",1
"amma cooking chesthu undhi, nenu help cheyyadam try chesanu — amma 'nuvvu poni chadduvuko' annadi",1
family function lo okaa uncle adugadu 'marks entha' ani — nanaa topic change chesadu immediately lol,1
Bunny new Activa kinukkunnadu last month,0
DSA prepare avvadam ki daily 2 hours chadduvukovadam avunuu,0
"today DSA lab session undy, prepare avutunna 👍👍",0
reading habit challaa useful undi long term lo cool,0
group study sometimes helpful avunu anukuntunna 🤔,0
weather today challa hot ga undii Tirupati lo,0
exam lo Srinu pray chesadu 'God MCQ lo A avvani cheyyadam' — specific prayer works 😭😭,1
"nanna bike ki petrol laedu, naaku pocket money ledu, iddaru same team",1
"Balayya movie lo villain chaalaa try chesadu, hero ki oka scratch leduu — plot armour max level",1
Surya Karimnagar lo relatives ni chusaadaniki chesadu,0
"meeting lo mute avunu matladanu, 5 mins tarvata telusindi — everyone saw brooo 🤣",1
"phone lo 1% battery, charger room lo undhi, nenu hall lo undii — impossible distance",1
"movie lo hero oka song lo 5 countries lo dance chesadu, nenu oka Hyderabad bus stop daateri edu",1
group study sometimes helpful avunuu anukunta sure,0
"Venky Divya ki good morning text chesadu daily, adi read avunuu reply leduu — read receipts cruelty broh 😭😭",1
pilot avvadam chala kaashtam undhi kani worth it,0
"morning 6 ki alarm, snooze, 7 ki alarm, snooze, 9 ki ammaaa voice — most effective alarm lmao",1
"ATM ki poina, cash edu, UPI try chesanu, network ledhu — broke in every way",1
Prasad maths assignment complete chesadhu yesterday,0
vegetables daily tinte immunity improve avunuu,0
"meeting lo mute avunuu matladanu, 5 mins tarvata telusindi — everyone saw brooo 😭😭",1
"Mounika 'nuvvu change avvali' annadi, Rajesh hairstyle change chesadu — nenu try chesanu bro",1
"traffic lo Vizag lo okaa hour stuck, GPS '2 mins away' antu undie — GPS lying broh 😭😭",1
technology chaalaa fast ga change avutundi right,0
"meeting lo mute avvunu matladanu, 5 mins tarvata telusindi — everyone saw broo 🤣",1
"amma sambar chesindi, nenu 'challaa undi' annanu — edu, pure diplomacy broo haha",1
"naa DBMS marks chusaka okkka nimisham silent ga undii, grief kaaduu bro — pure shock",1
weather today chaala hot ga undie Karimnagar lo,0
morning biryani breakfast ki chesamu 🤔,0
"movie lo hero okkka song lo 5 countries lo dance chesadu, nenu okaa Hyderabad bus stop daateri leduu",1
government 'smart city' anti Tirupati lo auto ki roads leduu — very smart 😭😭,1
"today algorithms lab session undie, prepare avutunna",0
naa mess ki walking distance lo undy,0
"naaku idli chala ishtam, ammaa chesindi, vere idli chesindi — betrayal",1
"meeting lo mute avvunu matladanu, 5 mins tarvata telusindi — everyone saw bro 😭😭",1
Sai Warangal lo relatives ni chusaadaniki chesadhu,0
nenu Vijayawada lo WhatsApp use chesthu undii,0
"supermarket ki okaa item ki poina, 10 items tho vasina — market psychology wins lmao",1
"Vijay Deverakonda movie review: 'logic ledhu' — fans: 'logic ante em broo, emotion chuso' 😭😭",1
college hostel lo physics class ledhu today anti Prasad amma ki call chesadu 'holiday' ani — smart move,1
Sunday night 11 PM ki Monday ki prepare avvadam start chesanu — classic broh 😭😭,1
healthy ga undadam ki dosa tinate challa undy,0
"nanna 'maa time lo chaalaa cheyyadham kashtapaddamu' anti, aatime lo OS ledhu broo — different struggle",1
"nenu Mahesh Babu movies chustanu, chaalaa undhi antey",0
"Yadav Kavya tho first date ki Guntur lo pongal tinnaru, bill split chesadu — modern love 😭😭",1
Gopi algorithms assignment complete chesadhu yesterday,0
online learning convenient ga undii anukuntunna right,0
"Keerthi 'nuvvu change avvali' annadi, Bhaskar hairstyle change chesadu — nenu try chesanu bro 😭😭",1
crush cheppindi 'we are just friends' ani — chemistry fail kanna painful avunuu brow finished,1
Rajesh exam hall lo algorithms class attend chesadu 🤔,0
"Lucky Sravani ki 'hi' text chesadu, 3 days tarvata reply vasindi — chaala busy schedule undii",1
"propose chesanu, 'I think of you as a brother' annadi — OS result kanna worse shock",1
Nellore lo traffic problem address cheyyaali anti,0
"exam ki notes miss avvadam kaadu, important undi",0
"ammaa cooking chesthu undie, nenu help cheyyadam try chesanu — ammaaa 'nuvvu poni chadduvuko' annadi 😭😭",1
"ammaa WhatsApp status 'my son is my pride' pettindi, naa result vasindi — delete chesadhu haha",1
"Vikram Mounika ki 'hi' text chesadu, 3 days tarvata reply vasindi — chaalaa busy schedule undy 🤣",1
"amma WhatsApp status 'my son is my pride' pettindi, naa result vasindi — delete chesaadu lmao",1
healthy ga undadam ki pongal tinate chala undi,0
Sai library lo ML class attend chesadhu ok,0
"meeting lo mute avunuu matladanu, 5 mins tarvata telusindi — everyone saw bro 🤣",1
"nenu chapati try chesanu first time, okay ga undhi 👍👍",0
ML prepare avvadam ki daily 2 hours chadduvukovadam avnu,0
upma chala healthy ga undy daily tinte ok,0
Nani English assignment complete chesaadu yesterday,0
"nenu Chiranjeevi movies chustanu, challaa undi antee",0
"naa life NTR movie la undi — interval ki twist, climax ki logic ledhu bro",1
amma: nuvvuu ekado unnav? nenu: library lo. ammaaa: mee college lo library ekada undy ra? caught,1
"GPay lo order chesanu '30 mins' ante — 2 hours lo biryani vasindy, cold ga undii lol",1
"naa ML professor challaa fast bro, notes edu, brain edu, hope ledu, future leduu F",1
"nenu Prabhas movies chustanu, challaa undie antee",0
water chaala taagadam health ki chaalaa avunuu,0
"today physics lab session undhi, prepare avutunna",0
Sunday night 11 PM ki Monday ki prepare avvadam start chesanu — classic brooo 😭😭,1
nenu Rajahmundry lo WhatsApp use chesthu undie,0
amma: nuvvu ekada unnav? nenu: library lo. ammaa: mee college lo library ekkado undhi ra? caught lmao,1
reading habit chala useful undy long term lo,0
Lucky algorithms assignment complete chesadhu yesterday,0
"online class lo professor 'unmute avvandi' anti — 50 fans, 10 dogs, 5 ammaaa voices gg",1
pulihora chaala healthy ga undie daily tinte cool,0
"online class lo professor 'unmute avvandi' ante — 50 fans, 10 dogs, 5 amma voices",1
"ATM ki poina, cash ledu, UPI try chesanu, network edu — broke in every way F",1
"nenu roti tinnanu, chaala undy",0
"Chitti Sravani ki 'hi' text chesadu, 3 days tarvata reply vasindi — challa busy schedule undi",1
nenu English interesting undii anti anukunta,0
"online class lo professor 'unmute avvandi' anti — 50 fans, 10 dogs, 5 amma voices 🤣",1
"Nani Suma ki 'hi' text chesadu, 3 days tarvata reply vasindi — challa busy schedule undi 😂",1
mass movie antey Balayya dialogue ni Gopi WhatsApp status lo pettadu — feels undie bro,1
petrol prices change avnu this week,0
"Allu Arjun dialogue Venky seminar hall lo use chesadu, professor appreciate chesadhu — cinema education gg",1
"villain 1000 cr spend chesadu plan ki, hero okaa punch lo finish — ROI zero",1
online learning convenient ga undi anukuntunna 🙌,0
Sai new RTC bus kinukkunnadu last month,0
"diet start chesanu — sambar chusaka cancel chesanu, health is wealth but food is life",1
nenu Vijayawada lo WhatsApp use chesthu undi,0
Prasad university lo TOC class attend chesadhu,0
"Bhavana 'nuvvuu chaala funny' annadi — comedy avunu ante undhi brooo, naaku telidhu still",1
"Balayya movie lo villain chaala try chesadu, hero ki okaa scratch leduu — plot armour max level",1
"Allu Arjun dialogue Babai university lo use chesadu, professor appreciate chesadhu — cinema education",1
"naa life Pawan Kalyan movie la undy — interval ki twist, climax ki logic laedu brooo 💔",1
Prasad new bus kinukkunnadu last month,0
"diet start chesanu — vada chusaka cancel avvunu, health is wealth food is life bruh",1
"Kiran broo exam ki prepare leduu, result vasthe 'paper tough undy' ani blame chesadu",1
sleep 8 hours complete cheyyadam brain ki important,0
state lo rainfall challaa undie this monsoon,0
Kurnool lo water supply schedule change avunu,0
online learning convenient ga undy anukuntaa 👍,0
Rajahmundry chala develop avutundi last few years lo,0
"Prabhas dialogue Kiran college lo use chesadu, professor appreciate chesdu — cinema education lol",1
Sai new RTC bus kinukkunnadu last month ok,0
"Ramu Swathi ki 'hi' text chesadu, 3 days tarvata reply vasindi — chaalaa busy schedule undhi",1
Naidu TOC assignment complete chesadu yesterday,0
"nenu Allu Arjun movies chustanu, challa undi ante",0
naa college ki walking distance lo undy,0
"Chiranjeevi movie review: 'logic ledu' — fans: 'logic ante em bro, emotion chuso' haha",1
Srinu university lo physics class attend chesaadu right,0
teacher avvadam challaa kaashtam undi kani worth it,0
"today DSA lab session undhi, prepare avutunna right",0
"traffic lo Hyderabad lo oka hour stuck, GPS '2 mins away' antu undhi — GPS lying brow",1
internships chala important undii final year ki 👍,0
crush cheppindi 'we are just friends' ani — English fail kanna painful avunuu broo F,1
"Vizag lo oka seat dorikithe lucky day ani anukunta, destination vastundi edu 😂",1
"Haritha 'nuvvu challa funny' annadi — comedy avunu ante undy bro, naaku telidhu still gg",1
"ammaa 'oka data scientist ni chadi, set avutav' anti, nenu still DBMS clear cheyyalekapotunna F",1
"nenu Prabhas movies chustanu, challaa undii ante",0
Lucky TOC assignment complete chesadhu yesterday,0
Venky mess lo DSA class attend chesadhu,0
pongal chaala healthy ga undhi daily tinte,0
"Sekhar seminar hall lo attendance laedu broh, but ammaaa tho 'daily velthunna' antadu — technically edu",1
"nenu egg rice try chesanu first time, okay ga undy",0
new flyover Warangal lo ready avvunu next month,0
"naa wifi chala fast undy — speed test lo matrame, actual lo ledu broo",1
relationship status: OS tho broh — at least it needs me 😂,1
Chitti Rajahmundry lo relatives ni chusaadaniki chesdu,0
Chitti new bus kinukkunnadu last month,0
"nenu Vijay Deverakonda movies chustanu, chaalaa undhi antey",0
"today algorithms lab session undi, prepare avutunna 🙌",0
nenu today Karimnagar ki bus lo vellanu,0
weather today challaa hot ga undi Warangal lo,0
weather today challaa hot ga undii Guntur lo,0
"Ravi Divya ki 'hi' text chesadu, 3 days tarvata reply vasindi — challa busy schedule undhi gg",1
"Bhaskar Divya ki good morning text chesadu daily, adi read avunu reply leduu — read receipts cruelty broo",1
"Bhaskar Mounika ki good morning text chesadu daily, adi read avunuu reply edu — read receipts cruelty bro",1
pilot avvadam chaalaa kaashtam undy kani worth it,0
Arjun library lo OS chadduvutunnadu,0
college lab lo English class ledhu today ante Yadav ammaa ki call chesadu 'holiday' ani — smart move lmao,1
Rajahmundry lo traffic problem address cheyyaali antey,0
"naa CN paper lo oka question kaadhu telivindi, kani confident ga avnu rasa — confidence bro not knowledge haha",1
Sekhar library lo maths chadduvutunnadu,0
"ex vasindi message 'how are you' ani, nenu algorithms fail avutunna — great timing broo bruh",1
"amma cheppindi 'doctor avutav' ani, naa physics marks chusaka 'compounder avvachu' ani update chesindi bruh",1
government 'smart city' anti Guntur lo bus ki roads laedu — very smart,1
"Ravi assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius",1
Suresh algorithms assignment complete chesdu yesterday,0
"valentine's day ki Rajesh alone undii, pesarattu order chesadu — self love era lol",1
"naa phone battery chaalaa fast poothundi, relationships kanna faster gone case",1
internships challaa important undie final year ki 🙏,0
pilot avvadam chala kaashtam undy kani worth it,0
"online class lo professor 'unmute avvandi' antey — 50 fans, 10 dogs, 5 ammaaa voices",1
"chaalaa thanks bro, nuvvu help chesav — problem chaala worse avvunu now",1
"internals lo Prasad ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye brow bruh",1
technology challaa fast ga change avutundi 👍👍,0
"online class lo professor 'unmute avvandi' antee — 50 fans, 10 dogs, 5 ammaaa voices lol",1
reading habit chala useful undie long term lo 🙂,0
college seminar hall lo OS class leduu today antey Bunny ammaa ki call chesadu 'holiday' ani — smart move bruh,1
nenu today Vizag ki Splendor lo vellanu,0
Vijayawada lo traffic problem address cheyyaali ante,0
Ramu new Activa kinukkunnadu last month,0
DSA nerchukovadam important undy career ki,0
healthy ga undadam ki chicken curry tinate challaa undi,0
amma: nuwu ekkada unnav? nenu: library lo. ammaaa: mee college lo library ekkada undii ra? caught,1
"nanaa 'maa time lo challa cheyyadham kashtapaddamu' ante, aatime lo CN laedu broo — different struggle",1
Sekhar mess lo OS class attend chesadhu,0
"naa phone battery chala fast poothundi, relationships kanna faster",1
"nenu chapati tinnanu, chaala undy 👍",0
nenu Hyderabad lo PhonePe use chesthu undi,0
"naa CN professor chaala fast bro, notes laedu, brain edu, hope edu, future edu gone case",1
nenu today Vijayawada ki bus lo vellanu sure,0
"naa DSA marks chusaka okkka nimisham silent ga undi, grief kaaduu brooo — pure shock",1
family function lo oka uncle adugadu 'marks entha' ani — nanna topic change chesadu immediately 💀,1
"movie ticket 500 rs, popcorn 300 rs, hero shirtless scene — priceless, worth it bruh",1
water chala taagadam health ki challa avunuu,0
auto wala 'meter laedu' anti 3x rate adugadu — Hyderabad experience gg,1
government 'smart city' antey Vizag lo bus ki roads edu — very smart gg,1
"naa ML marks chusaka oka nimisham silent ga undie, grief kaadu brooo — pure shock",1
"phone lo 1% battery, charger room lo undie, nenu hall lo undhi — impossible distance rip",1
algorithms nerchukovadam important undie career ki,0
Ravi library lo English chadduvutunnadu,0
"ammaaa vada chesindi, nenu 'challaa undhi' annanu — leduu, pure diplomacy bro",1
"ammaaa 'oka doctor ni chadi, set avutav' ante, nenu still maths clear cheyyalekapotunna 😭😭",1
"phone lo 1% battery, charger room lo undie, nenu hall lo undi — impossible distance",1
"chaalaa thanks brow, nuvu help chesav — problem chaalaa worse avunuu now",1
"naa OS marks chusaka okkka nimisham silent ga undy, grief kaadhu brow — pure shock",1
"nenu chapati try chesanu first time, okay ga undie",0
family function lo okkka uncle adugadu 'marks entha' ani — nanaa topic change chesadu immediately 😂,1
"nenu chicken curry try chesanu first time, okay ga undie 🙂",0
internships challaa important undie final year ki,0
auto wala 'meter edu' antee 3x rate adugadu — Hyderabad experience gg,1
Guntur lo traffic problem address cheyyaali ante,0
water chaala taagadam health ki chala avnu,0
group study sometimes helpful avvunu anukunde 👍👍,0
"today physics lab session undie, prepare avutunna 👍",0
"nenu online class attend chesanu today, notes rasanu 👍👍",0
"naa life Chiranjeevi movie la undi — interval ki twist, climax ki logic leduu brooo",1
reading habit chaala useful undi long term lo 👍,0
"nenu vada tinnanu, chaala undi",0
"today ML lab session undi, prepare avutunna ok",0
"babai cheppadu 'Gopi ni chuso challa undie' — Gopi fail avvunu brow, different level inspiration",1
"nenu pongal try chesanu first time, okay ga undi",0
"nenu vada tinnanu, chala undie",0
"naa wifi chaala fast undi — speed test lo matrame, actual lo leduu broh gg",1
weather today challa hot ga undie Hyderabad lo,0
Yadav library lo chemistry chadduvutunnadu,0
"internals lo Bunny ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye broo gg",1
vegetables daily tinte immunity improve avunu,0
dosa chaala healthy ga undhi daily tinte,0
"meeting lo mute avvunu matladanu, 5 mins tarvata telusindi — everyone saw brow haha",1
Yadav new Activa kinukkunnadu last month cool,0
"movie lo hero okkka song lo 5 countries lo dance chesadu, nenu okaa Kurnool bus stop daateri ledhu",1
"Pawan Kalyan movie lo villain chaala try chesadu, hero ki okaa scratch edu — plot armour max level",1
"movie lo hero okkka song lo 5 countries lo dance chesadu, nenu okaa Karimnagar bus stop daateri ledhu 😭😭",1
nanaa smartphone istE WhatsApp lo naa result forward chesadu relatives ki — thanks nanna gone case,1
government 'smart city' anti Tirupati lo Activa ki roads laedu — very smart lmao,1
"Vizag lo okka seat dorikithe lucky day ani anukunde, destination vastundi edu",1
Chitti CN assignment complete chesaadu yesterday,0
"YouTube lo order chesanu '30 mins' ante — 2 hours lo upma vasindhi, cold ga undi haha",1
crush cheppindi 'we are just friends' ani — chemistry fail kanna painful avunu brow 😭,1
"placement cell lo HR adugadu 'where do you see yourself in 5 years', Gopi 'sleeping' annadu — honest answer 😭😭",1
Gopi college lo TOC class attend chesaadu,0
"Sai library lo attendance laedu broh, but amma tho 'daily velthunna' antadu — technically ledhu lmao",1
mass movie anti Allu Arjun dialogue ni Mahesh WhatsApp status lo pettadu — feels undii brooo gg,1
Nellore lo water supply schedule change avunu,0
crush cheppindi 'we are just friends' ani — chemistry fail kanna painful avunuu brooo,1
"amma cooking chesthu undy, nenu help cheyyadam try chesanu — amma 'nuvvu poni chadduvuko' annadi lmao",1
"chaalaa thanks bro, nuvu help chesav — problem challaa worse avvunu now",1
weather today chaala hot ga undi Rajahmundry lo,0
engineer avvadam chaala kaashtam undii kani worth it,0
"nenu pulihora tinnanu, chala undhi",0
morning vada breakfast ki chesamu,0
doctor avvadam challaa kaashtam undii kani worth it 🙏,0
teacher avvadam challa kaashtam undhi kani worth it 🙂,0
"babai cheppadu 'Ramu ni chuso challa undii' — Ramu fail avunuu brooo, different level inspiration 😭😭",1
"nenu Pawan Kalyan movies chustanu, chaalaa undhi ante",0
"nenu pulihora try chesanu first time, okay ga undii",0
auto wala 'meter edu' ante 3x rate adugadu — Hyderabad experience 😂,1
exam lo Sekhar pray chesadu 'God MCQ lo A avvani cheyyatam' — specific prayer works,1
healthy ga undadam ki gongura rice tinate chala undi,0
"amma cooking chesthu undy, nenu help cheyyadam try chesanu — amma 'nuvvu poni chadduvuko' annadi 💀",1
DBMS nerchukovadam important undhi career ki 🙏,0
Vijayawada chaala develop avutundi last few years lo,0
nenu today Nellore ki Splendor lo vellanu,0
healthy ga undadam ki chicken curry tinate chala undy,0
"nenu idli try chesanu first time, okay ga undii 👍👍",0
"PhonePe lo order chesanu '30 mins' antey — 2 hours lo biryani vasindi, cold ga undii",1
Ravi new bus kinukkunnadu last month,0
"naa life Vijay Deverakonda movie la undii — interval ki twist, climax ki logic ledhu broh",1
"naa life Prabhas movie la undy — interval ki twist, climax ki logic ledhu brooo rip",1
"Yadav Suma ki 'hi' text chesadu, 3 days tarvata reply vasindi — challa busy schedule undy",1
"relatives adugutunnaru 'what are your plans' ani, nenu algorithms pass avvadam plan broh — small goals 😂",1
healthy ga undadam ki idli tinate challa undy,0
"nenu pesarattu try chesanu first time, okay ga undii right",0
healthy ga undadam ki egg rice tinate challaa undi,0
"relatives adugutunnaru 'what are your plans' ani, nenu DBMS pass avvadam plan brow — small goals",1
water chaala taagadam health ki chaala avnu,0
group study sometimes helpful avnu anukuntunna 👍👍,0
Naidu networks assignment complete chesdu yesterday,0
water chaala taagadam health ki chaalaa avnu,0
"Naidu Sravani ki 'hi' text chesadu, 3 days tarvata reply vasindi — challa busy schedule undii",1
"nenu pongal try chesanu first time, okay ga undie",0
"Nani college lo attendance laedu brow, but ammaaa tho 'daily velthunna' antadu — technically leduu 🤣",1
"Kiran Jyothi ki good morning text chesadu daily, adi read avunuu reply edu — read receipts cruelty bro",1
"Sai Suma ki good morning text chesadu daily, adi read avunuu reply edu — read receipts cruelty broh 😭",1
"Allu Arjun movie lo villain challa try chesadu, hero ki oka scratch leduu — plot armour max level",1
"amma WhatsApp status 'my son is my pride' pettindi, naa result vasindhi — delete chesaadu",1
"Balayya movie lo villain chala try chesadu, hero ki oka scratch leduu — plot armour max level",1
"Mahesh Babu dialogue Rajesh mess lo use chesadu, professor appreciate chesaadu — cinema education",1
"nenu Balayya movies chustanu, chaala undhi ante",0
Kurnool lo water supply schedule change avvunu,0
Rajahmundry chaalaa develop avutundi last few years lo,0
Prasad hostel lo TOC class attend chesadu right,0
"nenu dosa tinnanu, chala undhi hmm",0
nenu Warangal lo Instagram use chesthu undii,0
"meeting lo mute avunuu matladanu, 5 mins tarvata telusindi — everyone saw bro",1
"Vikram Mounika ki good morning text chesadu daily, adi read avunuu reply ledhu — read receipts cruelty bro F",1
healthy ga undadam ki pongal tinate chaala undii,0
regular exercise chala important undy health ki,0
pilot avvadam challa kaashtam undhi kani worth it,0
Suresh mess lo DSA class attend chesadhu,0
"traffic lo Rajahmundry lo okaa hour stuck, GPS '2 mins away' antu undi — GPS lying brow bruh",1
Mahesh physics assignment complete chesdu yesterday,0
"Warangal lo okkka seat dorikithe lucky day ani anukunde, destination vastundi edu",1
"internals lo Chitti ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye brooo lol",1
group study sometimes helpful avnu anukuntaa,0
Karimnagar chaalaa develop avutundi last few years lo,0
"Naidu library lo attendance ledu bro, but ammaa tho 'daily velthunna' antadu — technically edu",1
"traffic lo Kurnool lo oka hour stuck, GPS '2 mins away' antu undy — GPS lying broo 😂",1
nenu DSA interesting undie anti anukunde,0
"Prabhas okkka punch lo 10 mandi ni laedu chesadu, nenu okaa ML paper clear cheyyalekapoyanu lmao",1
technology chala fast ga change avutundi 🤔,0
"ammaaa chicken curry chesindi, nenu 'chaalaa undy' annanu — edu, pure diplomacy bro lmao",1
"nanaa 'maa time lo challaa cheyydam kashtapaddamu' antey, aatime lo ML leduu broh — different struggle",1
"nenu NTR movies chustanu, challaa undhi anti",0
Warangal lo traffic problem address cheyyaali ante,0
Teja TOC assignment complete chesadhu yesterday,0
nenu today Warangal ki share auto lo vellanu,0
college university lo maths class leduu today antey Mahesh ammaa ki call chesadu 'holiday' ani — smart move,1
"naa TOC professor challa fast brooo, notes edu, brain laedu, hope ledu, future ledu",1
weather today chaalaa hot ga undy Rajahmundry lo,0
online learning convenient ga undi anukunta 👍,0
"Zomato lo pongal order chesanu, wrong item vasindii, hungry avunuu tinna — hunger > ego gg",1
healthy ga undadam ki chicken curry tinate chala undhi,0
reading habit chala useful undi long term lo hmm,0
"nanna bike ki petrol laedu, naaku pocket money ledhu, iddaru same team gone case",1
"phone lo 1% battery, charger room lo undhi, nenu hall lo undhi — impossible distance",1
new flyover Kurnool lo ready avvunu next month,0
"Gopi bro exam ki prepare edu, result vasthe 'paper tough undy' ani blame chesadu",1
online learning convenient ga undi anukunde,0
"traffic lo Tirupati lo okaa hour stuck, GPS '2 mins away' antu undi — GPS lying broh bruh",1
morning pulihora breakfast ki chesamu 👍👍,0
"babai cheppadu 'Surya ni chuso challa undhi' — Surya fail avunuu brooo, different level inspiration",1
"Sai Divya ki good morning text chesadu daily, adi read avnu reply ledu — read receipts cruelty brooo",1
"phone lo 1% battery, charger room lo undie, nenu hall lo undy — impossible distance gone case",1
healthy ga undadam ki dosa tinate chaalaa undi,0
"Teja Jyothi ki 'hi' text chesadu, 3 days tarvata reply vasindi — chaalaa busy schedule undy 😂",1
internships challaa important undhi final year ki,0
"nanaa 'maa time lo challa cheyyadham kashtapaddamu' antee, aatime lo OS ledu brooo — different struggle",1
"babai cheppadu 'Rajesh ni chuso chaalaa undy' — Rajesh fail avunu brow, different level inspiration bruh",1
"diet start chesanu — chicken curry chusaka cancel chesanu, health is wealth but food is life",1
work from home easy antey — Sai amma background lo dosa chesthu meeting lo haha,1
"Naidu assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius lmao",1
"naa maths paper lo okkka question kaadhu telivindi, kani confident ga avunu rasa — confidence bro not knowledge",1
"nenu biryani tinnanu, chaala undhi cool",0
"ammaaa pulihora chesindi, nenu 'challaa undi' annanu — edu, pure diplomacy brooo",1
"Sai Mounika tho first date ki Nellore lo roti tinnaru, bill split chesadu — modern love 🤣",1
"barber ki 'thoda trim' annanu — half head gone brooo, lost in translation bruh",1
"traffic lo Tirupati lo okkka hour stuck, GPS '2 mins away' antu undii — GPS lying bro 🤣",1
"NTR movie lo villain chaalaa try chesadu, hero ki okaa scratch laedu — plot armour max level",1
"nanna 'maa time lo chaalaa cheyyatam kashtapaddamu' ante, aatime lo OS ledhu brow — different struggle",1
"nannaa bike ki petrol leduu, naaku pocket money laedu, iddaru same team 💔",1
"relatives adugutunnaru 'what are your plans' ani, nenu algorithms pass avvadam plan brooo — small goals",1
teacher avvadam challaa kaashtam undie kani worth it,0
nenu today Hyderabad ki RTC bus lo vellanu,0
"ATM ki poina, cash ledu, UPI try chesanu, network ledu — broke in every way",1
online learning convenient ga undi anukunta cool,0
college hostel lo TOC class edu today ante Surya ammaa ki call chesadu 'holiday' ani — smart move 😂,1
government 'smart city' anti Hyderabad lo bus ki roads ledu — very smart lol,1
"naa phone battery challa fast poothundi, relationships kanna faster 💔",1
Sunday night 11 PM ki Monday ki prepare avvadam start chesanu — classic broo haha,1
relationship status: DBMS tho brow — at least it needs me gg,1
state lo rainfall chaalaa undi this monsoon,0
"Instagram lo vada order chesanu, wrong item vasindhi, hungry avunuu tinna — hunger > ego",1
"internals lo Prasad ki 9/30 vasthe 'grace marks' antadu, grace means 9 ye brooo",1
Vizag challa develop avutundi last few years lo,0
"ex vasindi message 'how are you' ani, nenu networks fail avutunna — great timing brow bruh",1
"Ravi Bhavana tho first date ki Hyderabad lo chicken curry tinnaru, bill split chesadu — modern love lmao",1
weather today challa hot ga undie Kurnool lo,0
Nani Vizag lo relatives ni chusaadaniki chesadhu,0
Venky library lo English chadduvutunnadu,0
crush cheppindi 'we are just friends' ani — DBMS fail kanna painful avvunu bro,1
state lo rainfall chaalaa undy this monsoon,0
"nenu roti try chesanu first time, okay ga undy cool",0
TOC nerchukovadam important undhi career ki 👍,0
Surya exam hall lo OS class attend chesadu 🙏,0
Lucky lab lo networks class attend chesdu 🙌,0
"ex vasindi message 'how are you' ani, nenu DBMS fail avutunna — great timing brooo gg",1
Bunny library lo CN chadduvutunnadu,0
"diet start chesanu — dosa chusaka cancel chesanu, health is wealth but food is life 🤣",1
"hero bike stunt chesadu, Yadav try chesadu — bike undy, Yadav hospital lo undhi lmao",1
"Chitti assignment last minute chesadu, font 16, margins wide, 3 pages done — engineering genius lmao",1
Prasad library lo TOC chadduvutunnadu,0
exam lo Babai pray chesadu 'God MCQ lo A avvani cheyyadam' — specific prayer works 😭😭,1
"online class lo professor 'unmute avvandi' anti — 50 fans, 10 dogs, 5 ammaa voices 😂",1
mass movie ante Pawan Kalyan dialogue ni Gopi WhatsApp status lo pettadu — feels undii brow lmao,1
pulihora chala healthy ga undhi daily tinte hmm,0
Hyderabad lo traffic problem address cheyyaali antey,0
"valentine's day ki Bunny alone undii, idli order chesadu — self love era bruh",1
"naa life Prabhas movie la undy — interval ki twist, climax ki logic edu broh 😭",1
Ravi Guntur lo relatives ni chusaadaniki chesadu,0
